predicted,actual,diff,comment
0,2,2," Podľa môjho názoru ide o nevydarený žart.Čakal som niečo horšie popravde ako kamerový záznam z dedinskej zabíjačky a pár faciek spolu s kopancami.Je to úchylné,nenormálne nemorálne no videl som aj horšie veci.Každopádne nič moc."
3,0,3," Toto sa jednoducho nedalo dopozerať! Fakesnuff ako má byť. Keď si počas sledovania likvidácie žien poviete, že už nič horšie nemôže byť, a po pár prestrihoch na vás vybehne ešte väčšia brutalita, tak snímok nieje určený vám. Film sa dá rozdeliť na dve časti. Dokumentárnu, kde si užívate sympatickú reportérku (relatívne v celku), ktorá prišla na nápad spraviť reportáž o mýte zvanom snuff. Kvalitnú kameru dopĺňa zaujímave teoretizovanie a výklad odborníka na tému. Druhá časť je originál snuffová. Čiže zvrátenosti sa na vás valia jedna za za druhou. Všetko to dopĺňa nekvalitná kamera a psychedelická hudba. Mal som poslúchnuť varovanie na začiatku filmu, ktoré upozorňovalo na nevhodný obsah pre citlivých divákov. Nevyžívam sa v podobných veciach, čiže nedokážem oceniť kvalitu filmu. Toto už nechcem v živote vidieť!"
5,5,0," Excelentně natočená argentinská brutalita, někde mezi fake snuffem a brutálním thrillerem, s mimořádně vynikajícím audiovizuálním zpracováním. Máme tu v podstatě velice jednoduchej příběh o maniakovi, kterej vězní pár mladejch bab ve svym sídle a tam je vraždí, souloží s nima (většinou po smrti) a celý to natáčí,  a fotí...Pak tu máme nějaký časový vhledy před a po, mimořádně přitažlivá a velice sexy novinářka Yamila Greco (všimněte si těch riflí, bot a bundy v cca dvou scénách :-) ) která pátrá po prapůvodu lidské touhy vidět vše a několik prostřihů k dalším obětem... Film je mimořádně efektně zpracován, maximálně syté barvy a odstíny, kombinace černobílých a barevných pasáží, temnota, až snově depresivní podání šílených masakrů...trochu to připomíná skvělé vizuální podání Valentinova Slaughtered Vomit Dolls (jj, souhlasím s Flipnicem ;-) ) a následujících vomit gore snímků, či podobně vizuálně laděný snímek The Great American Snuff Film. Děj občas plyne velice tiše a klidně, v kontrastu s hrůzami které se tam dějí, až to někdy směřuje k taktéž jihoameričanovi Boglianovi a jeho No Moriré Sola. Do toho se občas mísí hutný elektronický doprovod, který skvěle dotváří již tak pekelnou atmosféru filmu. Co do brutality je to hodně veliká prasárna, nicméně díky fake snuffovému podání ony hrůzy co se tam dějí nedosahují tak extrémně vyprecizovaného audiovizuálního tlaku na diváka, jako dnes již skoro legendární Srpski film. Nicméně musím varovat, během filmu shlédneme pár záběrů, na které hlavní postava narazí na netu a myslím že tady se jedná o skutečné masakry typu Faces of Death, či extrémní pornografii, takže se na to raději připravte. Jinak je to, zejména co do zmiňovaného vizuálu a hudby mimořádně vyvedené dílo, vysoce vysoce zvrhlé, které by nemělo chybět v každé sbírce řádného fandy extrémní kinematografie. Jen pro ty nejotrlejší. 9/10"
0,2,2," Kurvadrát nééééé :D ...Na základě Flipnicova komentáře jsem se na to dost těšil(pač některé věci často vidíme podobně) ale tentokrát se s ním zasejednou neshodnu...........V žádném případě mi nevadí úchylný obsah(vítám všechno ujeté)-ale ta forma?!?.......Snuff102 totiž užívá metody, které z něj mají dělat jakože reálný záznam a přitom tyto záběry skládá do skoro klasického filmového konceptu=Taková kombinace nemůže fungovat!..Když si Srbský film na nic nehrál a ukázal nám všechny své prasárničky v mantinelech dobře natočeného filmu, byla to opravdová ""zábava""....Když na netu sleduju autentické záběry všechmožných podivností jaké je člověk schopen provést sobě či druhým, je to kdyžužnic tak minimálně poučné......Ale díky kombinaci těchto dvou realit(právě zde ve snuffu102)se síly obou realit vzájemně anulují a je z toho všeho jen uřvaný chaos.........A to vůbec nemluvím o tom, že je to celé tak tmavé, že to samo o sobě působí jako cenzůra..ostrých záběrů je tam tak 10%..je to chaotyčtější než ty noční scény v blair witch :D .. musíte na to koukat aspoň z dvou metrů, pač jinak neuvidíte nic než pár barevných pixelů a šmouh..a pak jsou tu vychytávky jako efekty poškrábaného filmového pásu, nebo pokrčené vhs na evidentně digitálním záznamu..............První hvězda je za to, že filmaři o svém projektu evidentně aspoň trochu uvažovali(ty rozhovory s perverzem ukazovaly náznak jakési nosné myšlenky)..a ta druhá je za posledních cca 15minut, kdy tvůrci od všeho zbytečného upustili a film se dokutálel do konce ve skoro klasickém slasherovském duchu..............jinak zklamání obrovské....holt-Reznorovo Broken zůstane na svém levelu ještě chvíli bez rovnocenného soupeře.."
3,1,2," Pred takýmito špecialitkami mám vždy stiahnutý žalúdok, proste ma chytajú podobné stavy ako pred Cannibal holocaust, veď to poznáte. Počas Snuff 102 mi však ´´traktory´´ v bruchu prestali behať už po prvej polhodinke. Keď ich tam mal už zviazané, so zatajeným dychom som čakal, čo príde. V poriadku, súhlasím , to čo tam s nimi stváral, bolo ďaleko za hranicou nazvime to hollywoodskej normálnosti, ale pán režisér mohol podľa mňa ešte pritlačiť na pílu. Nevyžívam sa síce v mučení, ale keď chcel autor filmu diváka ozaj znechutiť, mohol pokojne niektoré tmavšie scény lepšie osvetliť, poprípade využiť viacej mučiacich praktík. Hudba bola depresívna, strih a prelínačky na mňa príliš amatérske. K výkonom účinkujúcich sa radšej nevyjadrujem. Film na nedeľné popoludnie s rodinkou to ale určite nie je."
0,0,0," O Snuff 102 se dá říct, že je to dost undergroundová záležitost. Šíleně brutální, nechutná a zcela bez tabu. Vyžívá se v mučení, znásilňování a v naprosto odporných popravách dívčích obětí. Aby dosáhla co nejreálnějšího dojmu, působí tu kamera jako další osoba, skrze níž vidíte všechny ty prasárny a zvěrstva hezky zblízka. A to i přesto, že díky záměrnému amatérskému sevření často vypadává obraz i zvuk, místy je to hodně tmavé, občas cíleně nepřehledné. Snímek působí špinavě, reálně a díky neustále se opakujícímu ""hudebnímu podkresu a jiným ruchům"" i hodně depresivně, ale jako celek mi to přijde naprosto o hovně. Třeba takový korejský Dosalja, což je svým námětem příbuzný bratříček, oproti tomuhle kousku vypadá jako umělecké dílo. Je to vážně extrém, v němž už nenacházim jediný důvod na něj koukat. Jsem nesmírně rád, že to mám už za sebou..."
0,5,5," Předem upozorňuji, že komentář k tomuto filmu, je určen vyloženě pro silně okrajové publikum a otrlé diváky, kteří jsou ochotni a schopni v rámci kinematografie sáhnout po nejzvrhlejších kouscích toho nejextrémnějšího kalibru. Běžný divák, v tomto případě si myslím že 99,9% možného publika, tento film absolutně nepobere!!! Tohle je další z filmů, které jdou BEYOND ALL LIMITS!! Nic v něm není tabu!! Ale i když je neskutečně brutální a  zvrácený, funguje ve výsledku spíše jako horor, než jako ""fake-snuff"", za který jsem ho původně považoval. Ta strašlivá zvěrstva, která se ve filmu odehrávají, jsou přece jen ""zdůvodněná"" jistými flashbacky, které vysvětlují pozadí celého ""incidentu"" (tedy ""snuffu, který divák sleduje). Tři holky svede osud nečekaně před kameru úchylného sadisty, který s nimi natáčí snuff. Hlavní z postav je dívka, která chtěla přijít na to, jestli ""snuff"" opravdu existuje ... Konfrontována je s jeho realitou nečekaně drsně ... Tohle je pozadí děje, který pak nechává prostor pro mnohaminutové záběry natáčení snuffu a to je ... NEHORÁZNĚ BRUTÁLNÍ, ÚCHYLNÉ a ZVRÁCENÉ!!!! Tři holky sedí na židlích a sadistickej šílenec vždy jednu vezme a začne ji likvidovat. Hned na začátku je míra násilí vybičována na opravdu vysoký level, když sem myslel, že film nemůže zajít dál, tak nemilosrdně přidával jednu odpornější scénu za druhou, pořád se to stupňovalo ... Popisovat, co se tam děje, to radši nebudu ... Nechci zde působit za ještě většího úchyla, než působím. :-)) Každopádně tohle je spíš varování - je tam opravdu všechno a je toho tam hodně!!! Od sadismu, přes zneužívání, gore až po nekrofilii. Osobně musím za sebe říct, že tvorba ""proslulého"" prasáka Vogela (August underground série), filmy jako Dosalja (Korea), Srpski Film, Cannibal Holocaust a další, mi proti tomuhle připadaly jako večerníček pro děti!! Opravdu nepřeháním... Na druhou stranu, film má úžasný vizual, totálně nemilosrdnou depresivní elektronickou dunivou hudbu, působivou atmosféru a i když si při gore efektech vypomáhá občas střihem, výpadkem kamery, stíny atd., nepůsobí to jako amatérština, ale spíš film s docela obstojným rozpočtem. Osobně tomu dávám plný počet, protože jako horor, to na mne zapůsobilo naprosto perfektně, je to temné, je to brutální, je to napínavé ... je to první ""fake-snuff"", který není úplně blbý. Film vsází čistě na sadismus, krev a násilí ... Pouze pro okrajové publikum, tohle je film, který nesmí vidět vaše děti!!! Zákaz pro těhotné ženy, kojící ženy, publikum s problémy s psychikou, se srdcem atd. Tohle rozhodně není sranda ... Ale svým způsobem je to prostě hodně dobré (pro někoho ..)."
0,4,4," Doporučuji ignorovat sekci komentářů a vlastně i celkové hodnocení a dokument si bez obav pustit. V celém dokumentu jsem nenašel vůbec nic, co by bylo lživé, či snad divákem manipulující. Dokonce se v něm otevřeně kritizuje americká zahraniční politika a způsob vedení války v Iráku, takže tvůrci ochotně rozdávají na všechny strany, respektive popisují skutečnost tak jak je. Vskutku zábavné, když se sem pak seběhne rusofilní chátra a konspirační idioti, kteří hltají ruskou propagandu a dezinformace z ní vzešlé a zapáleně stranicky žvaní o tendenčnosti, protože si tvůrci dokumentu dovolili tu drzost a řekli pravdu i o jejich miláčkovi Putinovi.  70 %  ""Winter on Fire"" je podle tebe propaganda, jo? Tak si tady laskavě nehraj na objektivního, když lživou a snad tu nejviditelnější (ruskou) propagandu, kterou Kreml odpověděl na ten dokument, ohodnotíš 4 hvězdami a doplníš je žvásty o komplexním pohledu, který ta kremelská propaganda přinesla. Tak už to ale u jednodušších lidí bývá. Zločinec žvaní o pobožnosti s nožem od krve a uříznutou hlavou člověka v ruce, nekritický konzument propagandy cizího státu zase zapálené mluví o tom, že on zná pravdu a všichni kolem jsou obětí propagandy.  "
0,2,2," Tendenční, neříkající úplnou pravdu, něco neřekli vůbec. Co Al Nusra, co to, že až po zásehu Ruska se to začlo rozpadat, že západ i poté co zasáhl vypadal úplně trapně a nic se nehýbalo? Tohle se zoufale nepovedlo."
0,3,3, Za mne už to řekl Forsberg11. Takže už tu nebudu dál plácat písmenka.
3,3,0," Ako inak od NG tendenčný a silne protiruský a protiasadovksý dokument, ktorý povie A ale nepovie B. Napríklad to, aký je skutočný dôvod občianskej vojny v Sýrii... Kto má z toho najväčší osoh? A v neposlednom rade, kto to financuje? Chýbajú tu informácie o saudsko-arabských salafistoch, ktorý silne financujú a podporujú takzvanú ""umiernenú sýrsku opozíciu"", petrodolároch prúdiacich z Kataru, Spojených Arabských Emirátov, či Kuvajtu a v neposlednom rade o iránskom zemnom plyne a katarskom plynovode, ktorý Assad v Sýrii zatrhol.
No aj tak treba priznať že NG vie točiť kvalitné dokumenty. Teda hlavne po technickej stránke. 
Mám tu rovnaký problém ako pri netflixáckom Winter on Fire. Na jednej strane polovičaté, nepravdivé a propagandistické informácie, no na strane druhej veľmi pútavo spracovaný materiál, ktorý je svižný, dobre sa naň pozerá a je na technicky veľmi vysokej úrovni. Pravda..., pri možnostiach a prostriedkoch aké tieto spoločnosti majú je to samozrejmosť. Za mňa teda rovnako ako pri dokumente o Ukrajine: 3*. 65 %!!"
0,0,0," ...tak jeste ze ty ""kucí"" novinarsky mame ... clovek malem na chvili znejistel, kdyby mu nerekli kdo za to vlastne muze ... uff"
0,2,2," 5x zábery na kozy, 2 šukanice a 70 minút nudy a zlých efektov. To je stručná bilancia tejto zlej snímky. Galéria ma bohužiaľ navnadila, ale nedostal som čo som čakal. Nápad je to dobrý, skupinka žoldnierov stroskotá na neznámom ostrove, kde si opaľujú kozy sexi Amazonky. Potom však príde na scénu nafukovací dinosaurus a ja si uvedomím, že pri zvyšku snímky budem trpieť. Sem tam (skoro vôbec) sa tu ukáže nejaká tá kozička (a aspoň že tie kozy naozaj stoja za to) a nebojí sa tu nik ukázať ani vášnivú šukačku, ale nejakým porno znalcom sa ani len nezrýchli tep, nie to ešte niečo iné. A ako tak pozerám, tak toto ani nieje v kategórií ""erotický"", takže sa divím, že som sa až tak tešil. Ak chcete erotický snímok, tak toto je zlá voľba."
3,3,0," Sympaticky je boj ludi proti priseram a u Freda Olena Raya aj ten silne zazraty pocit, ze kozy a prdelky sa musia pravidelne vyvetrat : 56 %"
0,5,5," Kozy, kozy, Obříí Kozy a dinosauři. Prostě splněný dětský sen :D Pan Wynourski umí točit ty správné ártové snímky u kterých si člověk nádherně pobrečí. 92%"
0,1,1," Můžete mi někdo vysvětlit, jestli měl film ještě nějaký význam, než jen ukázat pár koziček?"
3,1,2," Film, který začne divokým skřepčením topless amazonek se do konce moc smysluplně neposune. Jenže, abych rozdával hvězdy mi stačí celkem málo - hezký holky, moře, sluníčko. Bizarní film."
0,4,4," Já se bavil jako nikdy... :-D Ten film měl chvílema takové boty v logice, že to snad muselo být záměrně a bylo to to nejlepší na něm. Hned bych se na to po těch asi 15-ti letech kouknul znova! Viděno teda v plném kině v rámci sekce Divné videofilmy nějakého festivalu, což asi ten zážitek ještě umocnilo (vzpomínáme na to všichni stejně)."
0,1,1," Ech, pochytila ma silná dávka nostalgie. A preto dávam za jednu*."
0,2,2," Vítejte na Dinosauřím ostrově plném hot&sexy kočiček z Penthousu, které nemají ještě žádnou zkušenost s mužem. Chudinky dívčiny jsou trýzněny dinosaury, jejichž nejvyšší nadsamec (The Great One) si žádá pravidelně jednu jako oběť na usmířenou. Do toho u ostrova ztroskotá vojenské letadlo s rádoby vojáky, jimž bych nevěřil ani, že to jsou vojáci, natožpak že jejím budoucím úkolem je zachování lidského rodu. Kdoby si pomyslel, že nechat si vytetovat smajlíka na paži bude znamenat uctívání božstva prsatými amazonkami. Dvojice Wyn+Ray vyprodukovala zábavný soft erotický videoklip, ve kterém kdyby nebylo dinosaurů, obřího vejce i samotných vojáků, bylo by se na co koukat a nic ostatního by nevyrušovalo."
0,3,3," Nechápu, jak jsem se mohl téhle trashové klasice tak dlouho vyhýbat."
0,0,0, Klub vysloužilých pornoherců z 80. let se potýká na opuštěném ostrově s prsatými štegosaury a gumovými amazonkami. Nebo to bylo obráceně..? Už si to nepamatuju.
0,5,5," Ti dva vždycky točily skvělý filmy na,které by se měli povině velcí oscarový režiséři. Mám dojem,že tohle u nás vydal Q film,který vydal i Ženskiu věznici nebo všechny díly Josefíny. Je to film točící pro nás chlapy,baby zamkněte někde ve sklepě nebo do skříně a tu vyhoďte z okna,protože si pak tenhle film nijak neužijete,protože to by byly samý blbý kecy typu. ""A proč jako?"" ""Proč oni tam jdou?"" ""A jak se na takové píčoviny můžeš vůbec dívat?"" Skvělý je souboj Michelle Bauer vs Toni Naples. Jak ty jsou alegircký,když si při souboji začnou mačkat kozy. Rozdodně musíte mít na velké paměti,že to dělali ti dva velcí céčkovští režiséři a film má maličkou smůlu,že přišel až v 90.letech a né v těch skvělých 80.letech."
5,5,0," Spojení dvou titánů béčkového trashe porodilo monstrum, kde se pokleslost stává novou kvalitou."
1,1,0, strašnej film...1 hvězdičku dávám za ty hezký ženský (i když...)
0,0,0, Děsná kravina!!
0,4,4," Ježíš se vrací na zem a nemá to lehké. S ateisty se vypořádá celkem v pohodě, ale s vampíry už má trošku větší problémy. Proto si na pomoc zavolá Santu, ale nikoli Klause............. Tak jsem zase jednou zkusil nějakou tu ""kravinu"" s rozporuplným hodnocením v naději, že najdu skrytý skvost, a tentokrát se to v zásadě podařilo. Jesus Christ Vampire Hunter nicméně není tak úplně klasickým zástupcem žánru ""tak špatné, až je to vtipné"", protože se tu občas objevují hlášky 
(Když se nevrátím do pěti minut, volej papeže) a nápady (třeba jak aplikovat česnek na upíra) , za které by se nemusely stydět ani dnes již legendární hororové komedie jako Braindead či From dusk till down. Samozřejmě to celé působí hrozně amatérsky, ale tím to ještě více dostává na vtipnosti. Nechybí ani závěrečný ""jackie chan"" sestřih, který potvrzuje dojem, že se všichni při natáčení hodně bavili. A mimochodem, pokud nepatříte mezi fanoušky gore, není třeba se tohoto filmu příliš obávat, vyloženě nechutných scén tam moc není (i když bez nějakých těch vnitřností se to samozřejmě neobejde:-)"
3,4,1," Úprimne idiotská Tromáčina kde resurektovaný Džízes bojuje kung-fu štýlom proti upírom a militantným ateistom ( scéna kde ich vyskočí 20 z jedného auta silno pripomínala druhého Toxic Avengera )... a občas si strihne muzikálové číslo. Vizuálne film vyzerá ako dve hovná, herecké výkony pripomínajú bábkové divadlo a občasné gore efekty sú najrýdzejšia, v špajzi nájdená amatérčina. Je to celé taká trapošina, že som sa celý čas dobre bavil a miestami až veľmi dobre. Nemtavé akčné scény plné dreveného kung-fu, zabíjanie upírov záchodovým zvonom, špáradlom či cesnakovým dychom udržovali permanentný úsmev na mojom ksichte a keď sa Ježiš bavil s hovoriacou zmrzlinou alias svojim otcom a svietiacou soškou panny Márie tak som sa smial nahlas. Ako parťák sa Krajstovi bude hodiť pupkatý Mexický wrestler a neprehliadnuteľný je aj ten kňaz s čírom ako si to serie na mopede. Kvalitná filmová kopa trusu pre vybrané publikum."
0,3,3," Na tento kontroverzní film jsem se těšil jako malý jarda, žel mě trošku zklamal. Příliš časté nonsensové bojové scény a nedávalo to mnohdy kompaktní smysl. Ale na odpad film rozhodně není. :)"
1,2,1, 3* davam Marvelu takze tomuto davam 2* kvoli slabsim efektom...
5,5,0, Praise the fucking lord!
0,3,3," Pri dobrom pivecku a chipsoch je to super zabava, ale celkovo je to amaterske ale to mu vobec neubera na krase, aby som sa pri tom filme bavil, ale len v pritomnosti chlastu, lebo to inac stoji za prd."
0,2,2," Kultovní sračka. Kdyby se ti amatéři lépe snažili, mohla to být bomba. Většina filmu je naprosto trapná, ale jsou tam i pasáže, které musíte milovat (rozhovor s třešňovým zmrzlinovým pohárem, telefonování matky Marie, magor stahující kůži z lesby,...). Prostě veliká škoda, že se tak skvělý námět neproměnil v geniální film. Chtělo by to remake:-) Co se týče muzikálové části, tak za to stojí akorát rockový song na konci. Jinak se ve filmu moc nezpívá a většinou tam nepochopitelně hraje hnusná elektronická hudba, která u mě vyvolává pocit zvracení. Prostě jedna velká neproměněná šance. Jak by to asi vypadalo, kdyby se toho ujali Trey Parker a Matt Stone???"
0,2,2," Rád bych se holedbal titulem Trashem nepozvracený leč opak taky není pravdou  sice už sem párkrát zhřešil a nějakou tu podprůměrnou slátaninu shlédl,ale tomuhle žánru rozhodně neholduju.Ježíš je dalším malým ublinknutím na mém dříve běloskvoucím rouchu otrlého diváka co se může zdát na první průjem veskrze zábavné začne velice rychle prudit.Doporučuju 
zpátky na kříž a neslézat."
0,0,0," Jakmile se ve filmech (a obzvláště horrorech) začne zpívat, zpravidla to vypínám (čest výjimkám typu Repo! The Genetic Opera). Tady jsem vydržel zpěvy dokonce dva (cca 20 minut filmu) než jsem to vypnul. Ač mám rád úchylné, divné a stupidní věci, tomuhle pojetí humoru jsem na chuť nepřišel. Na mě možná až moc teatrální... Možná v jinou dobu, v jiném rozpoložení."
5,4,1, I kick arse for the Lord!
0,4,4," Aneb kolik ateistů se vejde do jednoho auta. Zřejmě hodně,a někteří si pletou kung-fu s baletem. Jednoznačně nejlepší scéna ve filmu. Jesus má skvělé bojové schopnosti a celé to má ještě lepší ozvučení. O speciálních efektech ani nemluvím."
0,5,5," Jednoznačně nejlepší film s Ježíšem co jsem kdy viděl. Jelikož Ježís miluje všechny, tudíž i lesbičky, tak na nic neváhal a vydal se je ochránit před útoky nemilosrdných upírů. Jelikož znám Ježíše jenom z kříže, nikdy bych si nepomyslel, že je to tak hustej týpek a navíc mu to docela sekne!"
0,4,4," Přemýšlím jestli jsem se bavil nebo nudil, nikdy jsem nečekal, že je mezi zrovna těmihle stavy taková tenká hranice. Bezkonkurenční bojové scény, děj velice pokulhával, ale co Jesus!!"
0,3,3," zvláštním způsobem mi z těch neherců bylo fyzicky špatně, z nějakého záhadného důvodu to na mě působilo odporně. To je důvod, proč už to víckrát vidět nemusím a dávám jen tři hvězdy. Ale jinak to je úchylná zábava jak se patří."
0,0,0," Amatérské filmy mi nevadí, ale tohle bych nenazval ani amatérským filmem. Nudný patos bez špetky nápadu nebo aspoň zábavy. Tromu mám rád, ale tohle se vůbec nepovedlo."
5,3,2," Taková konina... ale jako Troma fan se dokážu nad spoustu věcí povznést... A je fakt, že minimálně při Jesus fightech jsem vyprskával smíchy. Pro magory doporučuji..."
0,5,5," Tento film je příšernou ukázkou toho, jak béčková filmařina vypadat rozhodně nemá. Humor tohoto kusu se o trapnost ani nepokouší, leží daleko za jejími hranicemi. Přesto u mne vyvolal vrcholné pobavení, ve vyhrocených chvílích dokonce salvy smíchu. Šílený doktor, upíři, lesbičky, kaskadérské kousky, laciné kung-fu, Ježíš, střeva. Všechno už bylo někde viděno, ale namixovat to do jednoho filmu, to chce odvahu, která se rozhodně vyplatila. Přiznávám ale, že dívat se na toto veledílo sám, asi skončím na čtyřech hvězdách..."
0,5,5, odkaz filmů Eda Wooda a Chucka Norrise ... prostě pokud máte rádi žánr špatnýchn filmů tak se mrkněte (škarohlíd by řekl jestli se vám film líbil mrkněte na twilight sagu :-)
0,2,2," Film mě moc nezaujal, možná i proto, že jsem ho sledoval v práci, a nebyl zhulenej a opilej. I tak ale nelze upřít filmu originalitu a velký smysl pro recesi a opravdu bizardní smysl pro humor. To je ale tak jediné, proč se dívat na tento film (když vynechám opravdu působivou hudbu). Velká škoda, že ve filmu nejsou pořádné gore-scenky, které by jistě zvedly celkvý dojem z tohoto filmu, který je prostý --- tak špatně natočený, až je to zajímavý. film bych doporučil všem huličům, narkomanům a opilcům, jako i všem ortodoxním katolíkům. Kdo nemá rád tyto amatérské ujeté filmové pokusy, rozhodně at se podívá na něco jiného."
0,4,4," Konečně, konečně se mi tenhle skvost podařilo sehnat. Amatérský film, jaký se jen tak nevidí. Dějí se v něm věci, které si skutečně nedovedete a hlavně nechcete představit, už jen představa Ježíše s krátce střiženými vlasy a naušnicemi v obou uších bojujícího karate je řekněme.. bizarní. Když k tomu přičteme opravdu zajímavý a originální děj, který je celkem přesně shrnut v zdejším obsahu, získáváme počin, který nemá jen tak obdoby. Skutečně je to jedna z největších blbostí, jaké jsem kdy viděl, ale na druhou stranu, scény typu: (spoiler) hrdina vezme zvon od záchodu probodne s ním upíra, aby ho přidělal k dveřím, které pak otevře a přibouchne je ke zdi, čímž ho dodělá, jsou skutečně nezapomenutelné. Nebýt několika nudných scén uprostřed, dost možná bych dal dokonce i plné hodnocení, které pochopitelně neodpovídá kvalitě snímku, přesto se tohle prostě musí vidět.. :-)"
5,5,0," Po druhém shlédnutí téhle TROMA šílenosti musím s hodnocením ""trošku"" nahoru. Návrat Ježíše Krista mezi lidi i přes absenci větší porce gore a nahoty s přehledem naplňuje to, co divák pod hlavičkou Troma Entertaiment očekává. Již úvodní scény, kdy netradiční zástupci Krista projíždí městem za doprovodu oi muziky na ošuntělém skútru s nášivkou G.B.H. a nalepenými křížy na helmě, ze které jednomu z nich čouhá dvaceticentimetrové číro, dávají divákovi tušit, že půjde o absolutní peklo. Následný kung-fu souboj s upírkami, dřívějšími místními lesbičkami, kterého se účastní již i Kristus, válcuje diváka maximální dávkou neherectví, absurdity a šílenéno smyslu pro humor, v jehož duchu se nese celý zbytek dílka. Muzikálová vsuvka, krucifixové přechody mezi jednotlivými sekvencemi, Ježíšův fight proti brutální přesile či procházka po ottawském chodníku za zvuku šílené elektronické hudby, vykopnutí upírského zubu, použití střev jako zbraně ve stylu boje s řetězem a bitky wrestlera Santa jsou jen skromným výčtem pekelností, které tvůrci v jednoduchém příběhu o zneškodnění ottawských upírek do diváka v šíleném tempu valí. Neherectví a zoufalá choreografie soubojů diváka buďto znechutí nebo naopak utvrdí o kultovním statusu, který si snímek u fanoušků obdobných kinematografických skvostů dokázal vybudovat. Hudební doprovod je naprosoto dokonalý a k jednotlivým scénám sedí jak prdel na hrnec. Prostě nemůžu jinak...u mě za plný počet."
0,0,0," ""Jestli se do 5 minut nevrátím, zavolej papeže."" - to bylo tak jediný vtipný. Většina dialogů je předabovaná, asi jenom jedním hlasem (jak na polácích v TV, chch) a ještě se netrefujou slovama do huby. Já vím, že tvůrci to brali asi jenom jako prdel, ale je to spíš trapárna. Takže nemá cenu hodnotit to nějak vážně. Dá se říct, že nejvíc mě bavily nepovedené záběry u závěrečných titulků. Nejlepší názor tady má strougy."
0,5,5," Neskutečné, třikrát bravo.Tenhle unikát se mi podařilo najít po tom co jsem si přečetl aviza tady na csfd :-)
To je tak strašlivě strašlivé až je to vtipné a užasné. Doporučuju se pořádně zhulit a zchlastat a pak to možná oceníte. Neuvěřitelný film, do týhle doby jsem něco podobnýho v životě neviděl...Pro všechny co se chtěj zasmát je tohle jasná volba.Akční scény bravo bravo bravo. Lesby vs upíři vs ježíš kristus vs já už nevim co...."
0,0,0," Viem, že sa budem asi opakovať, ale je to des. Nič proti vkusu, ale aj amatérsky film by mal mať aspoň nejakú tú úroveň. Keď nezvládam bojovú choreografiu, tak ju do filmu nebudem asi pchať každých päť minút  a radšej sa sústredním na dej alebo aspoň humor, ne? Súboje nielenže nie sú dobré, oni nie sú dokonca ani vtipné. Trápne je to správne slovo. Tak sa človek aj cíti, ak si zorvna nezakrýva oči, pretože na to sa fakt nedá pozerať. Napriek sľubnému námetu :) a pár vychyteným nápadom (ktoré sú ale zakopané šesť metrovov pod zem nevhodným spracovaním) je to len bohapustá nuda."
5,5,0," Taký strašný šiť, až som plakal:-))"
4,4,0," Paradni TROMA groteska. Doporucuju sledovat pod vlivem nejlepe modreho portugala a s dobre naladenym publikem. Jesus vs. Upiri, Upiri vs. Lesby a spousta zajmavych knokautu. 8/10"
0,0,0," Ježíší Kriste, to je ale zase kravina! Ježíš tady zabíjí upíry, tancuje a zpívá, pak je tady kněz s čírem, upíři mohou chodit na světlo převlečený v kůži lesbiček (ehm, to je dost šílený samo o sobě, že) a taky jsou tady ateisti, co chtějí zabránit druhému příchodu Krista a vlastně vše je tady šílené. Prostě totální nesmysl, ale určitým způsobem zábavný..."
5,1,4," Jasně, snaha byla. Máte zde všechno - střeva použitá jako nunchaky, zabíjení česnekovým dechem, poplivání svěceným pivem... píše se o tom skvěle. I ty akční scény jsou zábavné - první minutu.. Ale film se jednoduše hrozně vleče a je tak ukrutně amatérský :("
0,0,0," Nie som na amatérske filmy a z tohoto filmu amaterizmus srší z každého záberu. Je to zlé, veľmi zlé. Keď z jedného auta vybehne na ježiša 20 týpkov a snaží sa ho zložiť obšuchmi, no neviem či to bol zámer tvorcu, ale je to proste šialene trápne. Z tohto režiséra se nový Jackson alebo Raimi určite nestane."
5,4,1," Tento film je jednym z tych filmov ktore je velmi tazko ohodnotit.(a zhodou okolnosti je aj mojim 1000cim filmom ohodnotenym na csfd:)) Na jednej strane su akcne sceny fakt totalne na smiech,ale je pravda ze tie ""akcne sceny"" davaju filmu taku svojsku ""atmosferu"".A treba uznat ze tento film je uplne originalny.V nijakom inom filme asi neuvidite bojovat Jezisa s upirmi,ktori zabijaju lezby:))) Za zmienku urcite stoji pitvanie tej dievciny s tymi najlepsimi specialnymi efektami ake som zatial vo filme videl:))"
3,3,0," Na jednej strane vyslovene nízkorozpočtové, s príšernými dialógmi a amatérskymi hercami, na druhej strane plné pozitív. Má to myšlienku, má to dej a všetky nechutnosti tu slúžia ako pomerne prirodzená súčasť príbehu. Pozitívom je aj presah jednotlivých hororových subžánrov. Na pomery undergroundového filmu veľmi podarené a pozerateľné."
